"id","text","cycle4_3e","cycle4_4e","cycle4_5e","cycle3_6e"
"id497","Lochaber se ranger autour de Macdowald ; l'espoir du butin attira  aussi  d'Irlande un  grand  nombre  de  Kernes  et  de  Gallouglasses1,  prêts  à  suivre  Macdowald  partout  où  il  voudrait  les conduire. Au moyen de ces renforts, Macdowald battit les troupes que le roi avait envoyées à sa rencontre, prit leur chef Malcolm, et, après la bataille, lui fit trancher la tête. Duncan,  consterné  de  ces  nouvelles,  assembla  un  conseil où Macbeth lui ayant vivement reproché  sa  faiblesse  et  sa  lenteur à punir, qui laissaient aux rebelles le temps de s'assembler, offrit cependant de se charger, avec Banquo, de la conduite de la guerre. Son offre ayant été acceptée, le seul bruit de son approche  avec  de  nouvelles  troupes  effraya  tellement  les  rebelles qu'un grand nombre déserta secrètement ; et Macdowald, ayant essayé avec le reste, de tenir tête à Macbeth, fut mis en déroute",1,0,0,0
"id498","Norwége. Ceux qu'il laissa derrière furent, trois jours après, tellement battus par un vent d'est qu'ils se brisèrent les uns contre les autres et s'enfoncèrent dans la mer, dans un lieu appelé les   sables de Drownelow, où ils sont encore aujourd'hui (1574), dit la chronique, « au grand danger des vaisseaux qui viennent sur la côte, la mer les couvrant entièrement pendant le flux, tandis que  le  reflux  en  laisse  paraître  quelques  parties  au -dessus  de l'eau. » Ce  désastre  causa  une  telle  consternation  en  Norwége qu'encore plusieurs années après on n'y armait point un chevalier  sans  lui  faire  jurer  de  venger  ses  compatriotes  tués  en Écosse. Duncan, pour célébrer sa délivrance, ordonna de grandes processions ; mais, pendant qu'on les célébrait, on apprit le débarquement d'une armée de Danois, sous les ordres de Canut,",1,0,0,0
"id499","Il  avait  des  chances  d'y  arriver  légitimement,  les  fils  de Duncan  n'étant  pas  encore  en  âge  de  régner  et  la  loi  d'Écosse portant que si le roi mourait avant que ses fils ou descendants en  ligne  directe  fussent  assez  âgés  pour  prendre  le  maniement des affaires, on élirait à leur place le plus proche parent du roi défunt. Mais  Duncan  ayant  désigné,  avant  l'âge,  son  fils  Malcolm  pour  prince  de  Cumberland  et  son  successeur  au  trône, Macbeth,  qui  vit  par  là  ses  espérances  renversées,  se  crut  en droit  de  venger  l'injustice  qu'il  éprouvait. Il  y  était  d'ailleurs sans cesse excité par Caithness, sa femme, qui, brûlant du désir de se voir reine, « et impatiente de tout délai, dit Boèce, comme le  sont  toutes  les  femmes, »  ne  cessait  de  lui  reprocher  son manque de courage. Macbeth ayant donc assemblé à Inverness,",1,0,0,0
"id500","Donwald, lieutenant pour le roi du château de Fores. Ces jeunes gens  furent  pris,  et  Donwald,  qui  jusqu'alors  avait  servi  fidèlement  et  utilement  le  roi,  se  flatta  d'obtenir  leur  grâce ;  mais n'ayant pu y parvenir, il en conçut un violent ressentiment. Sa femme, que des causes pareilles irritaient contre le roi, n'épargna rien pour l'aigrir et lui fit comprendre combien il lui serait facile de se venger lorsque Duffe viendrait, comme cela lui arrivait souvent, loger à Fores, sans autre garde que la garnison du château, qui était entièrement à leur dévotion, et elle lui en indiqua tous les moyens. Duffe  étant  venu  peu  de  temps  après  à  Fores,  la  veille  de son  départ,  lorsqu'il  se  fut  couché  après  avoir  prié  Dieu  beaucoup plus tard qu'à l'ordinaire, Donwald et sa femme se mirent à table avec les deux chambellans, dont ils avaient préparé avec",1,0,0,0
"id501","Quelques autres lois ont pour objet d'assurer les immunités du clergé et l'autorité des censures de l'Église, de régler les devoirs de la chevalerie, les successions, etc. Plusieurs de ces lois, dont quelques-unes assez singulières pour le temps, sont faites par  des  motifs  d'ordre  et  de  règle ; d'autres  sont  destinées  à maintenir  l'indépendance  civile  contre  le  pouvoir  des  officiers de la couronne ; mais la plupart ont évidemment pour objet de diminuer la puissance des nobles et de concentrer toute l'autorité  dans  les  mains  du  roi. Toutes  sont  rapportées  par  les  historiens  du  temps  comme  des  lois  sages  et  bienfaisantes ; et  si Macbeth  fût  arrivé  au  trône  par  des  moyens  légitimes,  s'il  eût continué dans les voies de la justice comme il avait commencé, il  aurait  pu,  dit  la  chronique  de  Hollinshed,  « être  compté  au",1,0,0,0
"id502","Malcolm  opposa  d'abord  aux  empressements  de  Macduff  des raisons tirées de sa propre incontinence, et Macduff lui répondit comme dans Shakspeare, en ajoutant seulement : « Fais -toi toujours roi, et j'arrangerai les choses avec tant de prudence que tu pourras te satisfaire à ton plaisir, si secrètement que personne ne s'en apercevra. » Le reste de la scène est fidèlement imité par le poëte ; et tout ce qui concerne la mort de Macbeth, les prédictions qui lui avaient été faites et la manière dont elles furent à la fois éludées et accomplies, est tiré presque mot pour mot de la chronique  où  nous  voyons  enfin  comment  « par  l'illusion  du diable il déshonora, par la plus terrible cruauté, un règne dont les commencements avaient été utiles à son peuple2. » Macbeth   2  Chroniques  de  Hollinshed,  édit. in-fol. de  1586,  t.  Ier,  p.  168  et",1,0,0,0
"id503","Macbeth,  a  dit :  Multa  hic  fabulose  quidam  nostrorum  affingunt ; sed quia theatris aut milesiis fabulis sunt aptiora quam historiae, ea omitto. (Rerum Scot. Hist. , t. VII. )   seulement le fruit de la circonstance ; son crime devient pour lui un  supplice,  parce  que  c'est  la  circonstance  qui  le  lui  a  fuit commettre : ce  crime  n'est  pas  sorti  du  fond  de  la  nature  de Macbeth ; et cependant il s'attache à lui, l'enveloppe, l'enchaîne, le  déchire  de  toutes  parts,  et  lui  crée  ainsi  une  destinée  tourmentée et irrémissible, où le malheureux s'agite vainement, ne faisant rien qui ne l'enfonce toujours davantage, et avec plus de désespoir, dans la carrière que lui prescrit désormais son implacable  persécuteur. Macbeth  est  un  de  ces  caractères  marqués dans  toutes  les  superstitions  pour  devenir  la  proie  et  l'instrument  de  l'esprit  pervers,  qui  prend  plaisir  à  les  perdre  parce",1,0,0,0
"id504","Elle en sort troublée, ne dédaignant plus les terreurs de son mari, mais l'engageant seulement à  ne se pas trop arrêter sur des images,  dont  on  voit  qu'elle  commence  à  se  sentir  elle-même obsédée. Le coup est porté et se révélera dans l'admirable et terrible scène du somnambulisme : c'est là que nous apprendrons ce que devient, lorsqu'il n'est plus soutenu par l'aveugle emportement de la passion, ce caractère en apparence si inébranlable. Macbeth  s'est  affermi  dans  le  crime,  après  avoir  hésité  à  le commettre, parce qu'il le comprenait ; nous verrons sa femme, succombant sous la connaissance qu'elle en a trop tard acquise, substituer une idée fixe à une autre, mourir pour s'en délivrer, et punir par la folie du désespoir le crime que lui a fait commettre la folie de l'ambition. Les autres personnages, amenés seulement pour concourir",1,0,0,0
"id505","Rien n'est plus alambiqué que l'esprit de la littérature du moyen âge. Ce  que  nous  connaissons  des  discours  des  sauvages contient  beaucoup  d'idées  recherchées ; la  recherche  est  le  caractère  des  beaux  esprits  de  la  classe  inférieure ; les  injures mêmes  des  gens  du  peuple  sont  composées  quelquefois  avec une  recherche  tout  à  fait  singulière,  comme  si,  dans  ces  moments où la colère exalte les facultés, leur esprit saisissait avec plus de facilité et d'abondance les rapports de ce genre, les seuls où il soit capable d'atteindre. On  croit  que  Macbeth  fut  représenté  en  1606 ; l'idée  de faire  une  tragédie  sur  ce  sujet,  nécessairement  agréable  au  roi Jacques, qui venait de monter sur le trône d'Angleterre, fut probablement inspirée à Shakspeare par une pièce de vers en une petite  scène,  qu'en  1605,  des  étudiants  d'Oxford  récitèrent  en",1,0,0,0
"id506","ANGUS. CAITHNESS. FLEANCE, fils de Banquo. SIWARD,  comte  de  Northumberland,  général  de  l'armée  anglaise. LE FILS DE SIWARD. SEYTON, officier attaché à Macbeth. LE FILS DE MACDUFF. UN MÉDECIN ANGLAIS. UN MÉDECIN ÉCOSSAIS. LADY MACBETH. LADY MACDUFF. DAMES DE LA SUITE DE LADY MACBETH. LORDS,  GENTILSHOMMES,  OFFICIERS,  SOLDATS,  MEURTRIERS, SUIVANTS ET MESSAGERS. HECATE ET TROIS SORCIÈRES. L'OMBRE DE BANQUO ET AUTRES APPARITIONS. La scène est en Écosse, et surtout dans le château de Macbeth, excepté à la fin du quatrième acte, où elle se passe en Angleterre. ACTE PREMIER     SCÈNE I    Un lieu découvert. – Tonnerre, éclairs. Entrent LES TROIS SORCIÈRES. PREMIÈRE  SORCIÈRE. –  Quand  nous  réunirons-nous maintenant toutes trois ? Sera-ce par le tonnerre, les éclairs ou la pluie ? DEUXIÈME SORCIÈRE. – Quand le bacchanal aura cessé,",1,0,0,0
"id507","Un lieu découvert. – Tonnerre, éclairs. Entrent LES TROIS SORCIÈRES. PREMIÈRE  SORCIÈRE. –  Quand  nous  réunirons-nous maintenant toutes trois ? Sera-ce par le tonnerre, les éclairs ou la pluie ? DEUXIÈME SORCIÈRE. – Quand le bacchanal aura cessé,  quand la bataille sera gagnée et perdue. TROISIÈME SORCIÈRE. – Ce sera avant le coucher du so-  leil. PREMIÈRE SORCIÈRE. – En quel lieu ? DEUXIÈME SORCIÈRE. – Sur la bruyère. TROISIÈME SORCIÈRE. – Pour y rencontrer Macbeth. (Une voix les appelle. ) PREMIÈRE SORCIÈRE. – J'y vais, Grimalkin3 ! LES TROIS SORCIÈRES, à la fois. – Paddock4 appelle. – Tout  à  l'heure ! –  Horrible  est  le  beau,  beau  est  l'horrible. Volons à travers le brouillard et l'air impur. 3  Grimalkin,  nom  d'un  vieux  chat. Grimalkin  est  très-souvent,  en  Angleterre, le nom propre d'un chat. (Elles disparaissent. ) 4  Paddock,  espèce  de  gros  crapaud. Les  chats  et  les  crapauds",1,0,0,0
"id508","Un camp près de Fores. Entrent LE ROI DUNCAN, MALCOLM, DONALBAIN, LENOX, et leur suite. Ils vont à la rencontre d'un sol-  dat blessé et sanglant. DUNCAN. – Quel est cet homme tout couvert de sang ? Il me  semble,  d'après  son  état,  qu'il  pourra  nous  dire  où  en  est actuellement la révolte. MALCOLM. –  C'est  le  sergent  qui  a  combattu  en  brave  et intrépide  soldat  pour  me  sauver  de  la  captivité. –  Salut,  mon brave ami ; apprends au roi ce que tu sais de la mêlée : en quel état l'as-tu laissée ? LE  SERGENT. –  Elle  demeurait  incertaine,  comme  deux nageurs épuisés qui s'accrochent l'un à l'autre et paralysent tous leurs  efforts. L'impitoyable  Macdowald  (bien  fait  pour  être  un rebelle, car tout l'essaim5 des vices de la nature s'est abattu sur lui pour l'amener là) avait reçu des îles de l'ouest un renfort de",1,0,0,0
"id509","DUNCAN. – Ô mon brave cousin ! digne gentilhomme ! LE  SERGENT. –  De  même  que  le  point  où  le  soleil  commence  à  luire  est  celui  d'où  viennent  éclater  les  tempêtes  qui brisent  nos  vaisseaux,  et  les  effroyables  tonnerres,  ainsi  de  la source d'où semblait devoir arriver le secours ont surgi de nouvelles détresses. – Écoute, roi d'Écosse, écoute. – À peine la justice, armée de la valeur, avait -elle forcé ces Kernes voltigeurs à se fier à leurs jambes, que le chef des Norwégiens, saisissant son avantage  avec  des  bataillons  tout  frais  et  des  armes  bien  fourbies, a commencé une seconde attaque. DUNCAN. – Cela n'a-t-il pas effrayé nos généraux Macbeth  et Banquo ? LE  SERGENT. –  Oui,  comme  les  passereaux  l'aigle,  ou  le lièvre le lion. Pour dire vrai, je ne les puis comparer qu'à deux",1,0,0,0
"id510","ROSSE. – De Fife, grand roi, où les bannières des Norwégiens insultent les cieux et glacent nos gens du vent qu'elles agitent. Le roi de Norwége en personne, à la tête d'une armée terrible, et secondé par ce traître déloyal, le thane de Cawdor, avait engagé un combat funeste, lorsque le nouvel époux de Bellone, revêtu  d'une  armure  éprouvée,  s'est  mesuré  avec  lui  à  forces égales, et son fer opposé contre un fer rebelle, bras contre bras, a  dompté  son  farouche  courage. –  Pour  conclure,  la  victoire nous est restée. DUNCAN. – Quel bonheur ! ROSSE. – Maintenant Suénon, le roi de Norwége, demande à entrer en composition : nous n'avons pas daigné lui permettre d'enterrer  ses  morts,  qu'il  n'eût  déposé  d'avance  à  SaintColmes-Inch dix mille dollars pour notre usage général. DUNCAN. – Le thane de Cawdor ne trahira plus nos inté-",1,0,0,0
"id511","DEUXIÈME SORCIÈRE. – Je te donnerai un vent. 7  Killing  swine. C'était  une  des  grandes  occupations  des  sorcières de  faire  mourir  les  cochons  de  ceux  qui  leur  avaient  déplu  d'une  façon quelconque. 8 La  sorcière  insulte  ici  la  pauvreté  de  son  ennemie  qui  vivait,  disait -elle, des restes qu'on distribuait à la porte des couvents et des maisons opulentes. 9  Lorsqu'une  sorcière  prenait  la  forme  d'un  animal,  la  queue  lui manquait toujours, parce que, disait-on, il n'y a pas dans le corps humain de partie correspondante dont on puisse façonner une queue, comme on fait du nez le museau, des pieds et des mains les pattes, etc.    PREMIÈRE SORCIÈRE. – Tu es bien bonne. TROISIÈME SORCIÈRE. – Et moi un autre. PREMIÈRE  SORCIÈRE. –  J'ai  déjà  tous  les  autres,  les ports vers lesquels ils soufflent, et tous les endroits marqués sur",1,0,0,0
"id512","Warburton  les  prend  pour  les  walkyries,  nymphes  du  paradis  d'Odin, chargées  de  conduire  les  âmes  des  morts  et  de  verser  à  boire  aux  guerriers ; et les fonctions que s'attribuent, dans leur chant magique, les sorcières de Shakspeare, étaient aussi, selon quelques auteurs, celles que la mythologie  scandinave  attribuait  aux  walkyries. Mais  on  oppose  à  cette opinion  de  Warburton,  que  les  walkyries  étaient  très-belles,  et  ne  peu-   nent, tournent, trois fois pour le tien, trois fois pour le mien, et trois fois encore pour faire neuf. Paix ! le charme est accompli.   (Macbeth et Banquo paraissent, traversant cette plaine de  bruyères ; ils sont suivis d'officiers et de soldats. )   MACBETH. –  Je  n'ai  jamais  vu  de  jour  si  sombre  et  si  beau. BANQUO. – Combien dit-on qu'il y a d'ici à Fores ? – Quel-",1,0,0,0
"id513","MACBETH. – Parlez, si vous pouvez ; qui êtes -vous ? PREMIÈRE  SORCIÈRE. –  Salut,  Macbeth ! salut  à  toi,  thane de Glamis ! DEUXIÈME SORCIÈRE. –  Salut,  Macbeth ! salut  à  toi,  thane de Cawdor ! TROISIÈME  SORCIÈRE. –  Salut,  Macbeth,  qui  seras  roi  un jour ! BANQUO. – Mon bon seigneur, pourquoi tressaillez-vous, et semblez-vous craindre des choses dont le son vous doit être si doux ? – Au nom de la vérité, êtes -vous des fantômes, ou êtesvous en effet ce que vous paraissez être ? Vous saluez mon noble compagnon d'un titre nouveau, de la haute prédiction d'une illustre  fortune  et  de  royales  espérances,  tellement  qu'il  en  est comme hors de lui-même ; et moi, vous ne me parlez pas : si vos regards peuvent pénétrer dans les germes du temps, et démêler les  semences  qui  doivent  pousser  et  celles  qui  avorteront,  par-",1,0,0,0
"id514","TROISIÈME SORCIÈRE. – Tu engendreras des rois, quoi-  que tu ne le sois pas. Ainsi salut, Macbeth et Banquo ! PREMIÈRE SORCIÈRE. – Banquo et Macbeth, salut ! MACBETH. –  Demeurez ; vous  dont  les  discours  demeurent  imparfaits,  dites-m'en  davantage. Par  la  mort  de  Sinel,  je sais que je suis thane de Glamis ; mais comment le serais-je de Cawdor ? Le thane de Cawdor est vivant, est un seigneur prospère ;  et  devenir  roi  n'entre  pas  dans  la  perspective  de  ma croyance, pas plus que d'être thane de Cawdor. Parlez, d'où tenez -vous  ces  étranges  nouvelles,  et  pourquoi  arrêtez-vous  nos pas sur ces bruyères desséchées par vos prophétiques saluts ? – Je vous somme de parler. (Les sorcières disparaissent.)  BANQUO. – De la terre comme de l'eau s'élèvent des bulles d'air ; c'est  là  ce  que  nous  avons  vu. –  Où  se  sont-elles  éva-",1,0,0,0
"id515","ROSSE. – Macbeth, le roi a reçu avec joie la nouvelle de tes succès ; et à la lecture de tes exploits dans le combat contre les rebelles, son étonnement et son admiration se disputaient en lui pour savoir ce qui devait lui rester ou t'appartenir12. Réduit par là  au  silence,  en  parcourant  le  reste  des  événements  du  même jour,  il  t'a  trouvé  au  milieu  des  solides  bataillons  norwégiens, sans effroi au milieu de ces étranges spectacles de mort, ouvrage de  ta  main. Aussi  pressés  que  la  parole,  les  courriers  succédaient aux courriers, chacun apportant et répandant devant lui les  éloges  que  tu  mérites  pour  cette  étonnante  défense  de  son royaume. ANGUS. –  Nous  avons  été  envoyés  pour  te  porter  les  remerciements de notre royal maître, pour te conduire en sa présence, non pour te récompenser. 12 His wonders and his praises do contend",1,0,0,0
"id516","MACBETH. –  Thane  de  Glamis  et  thane  de  Cawdor ! le plus grand est encore à venir. – Merci de votre peine. – N'espérez-vous pas à présent que vos enfants seront rois, puisque celles qui m'ont salué thane de Cawdor ne leur ont rien moins promis ? BANQUO. –  Si  vous  le  croyez  sincèrement,  cela  pourrait bien aussi vous faire aspirer à obtenir la couronne, outre le titre de thane de Cawdor ; mais c'est étrange ; et souvent, pour nous attirer  à  notre  perte,  les  ministres  des  ténèbres  nous  disent  la vérité :  ils  nous  amorcent  par  des  bagatelles  permises,  pour nous précipiter ensuite dans les conséquences les plus funestes. – Mes cousins, un mot, je vous prie. MACBETH. –  Deux  vérités  m'ont  été  dites13,  favorables prologues de la grande scène de ce royal sujet. – Je vous remer-",1,0,0,0
"id517","Shakspeare a suivie en ceci, comme dans tout le reste de la pièce ; Macbeth,  ayant  soin  de  nous  apprendre  quel  événement  l'a  rendu  thane  de Glamis, prouve clairement que la nouvelle en est si récente pour lui, que l'idée de ce titre ne lui est pas encore familière et ne se lie qu'à la circonstance qui l'en a rendu possesseur. Shakspeare a donc voulu indiquer un événement si nouveau que Macbeth peut s'étonner que des personnes qui lui sont étrangères en soient déjà instruites. MACBETH. – Arrive ce qui pourra ; le temps et les heures  avancent à travers la plus mauvaise journée. BANQUO. –  Digne  Macbeth,  nous  attendons  votre  bon  plaisir. MACBETH. –  Pardonnez -moi :  ma  mauvaise  tête  se  travaillait à retrouver des choses oubliées. – Nobles seigneurs, vos services  sont  consignés  dans  un  registre  dont  chaque  jour  je",1,0,0,0
"id518","MALCOLM. – Mon souverain, ils ne sont pas encore de retour ;  mais  j'ai  parlé  à  quelqu'un  qui  l'avait  vu  mourir. Il  m'a rapporté qu'il avait très-franchement avoué sa trahison, imploré le pardon de Votre Majesté, et manifesté un profond repentir. Il n'y a rien eu dans sa vie d'aussi honorable que la manière dont il l'a quittée. Il est mort en homme qui s'est étudié, en mourant, à laisser  échapper  la  plus  chère  de  ses  possessions  comme  une bagatelle sans importance. DUNCAN. –  Il  n'y  a  point  d'art  qui  apprenne  à  découvrir sur le visage les inclinations de l'âme : c'était un homme en qui j'avais  placé  une  confiance  absolue. –  (Entrent  Macbeth,  Banquo, Rosse et Angus. ) Ô mon très-digne cousin, je sentais déjà peser sur moi le poids de l'ingratitude. Tu as tellement pris les devants,  que  la  plus  rapide  récompense  n'a  pour  t'atteindre",1,0,0,0
"id519","Partons pour Inverness ; je veux vous avoir de nouvelles obligations. MACBETH. – Le repos est une fatigue quand je ne vous le consacre pas. Je veux vous annoncer moi-même, et remplir ma    14 By doing every thing  Safe toward your love and honour. Les commentateurs ont voulu expliquer ce passage assez obscur par une subtilité qui le rendrait inintelligible. Toute la difficulté porte sur le sens du mot safe, qui me paraît évidemment signifier ici entier, complet, à l'abri du reproche. femme de joie par la nouvelle de votre arrivée. Ainsi, je prends humblement congé de vous. DUNCAN. – Mon digne Cawdor ! MACBETH, à part. – Le prince de Cumberland ! Voilà un obstacle sur lequel je dois trébucher si je ne saute pardessus, car il se trouve dans mon chemin. – Étoiles, cachez vos feux ; que la",1,0,0,0
"id520","Tu  es  thane  de  Glamis  et  de  Cawdor,  et  tu  seras  aussi  ce qu'on  t'a  prédit. –  Cependant  je  crains  ta  nature,  elle  est  trop pleine du lait des tendresses humaines pour te conduire par le chemin  le  plus  court. Tu  voudrais  être  grand,  tu  n'es  pas  sans ambition ; mais tu ne la voudrais pas accompagnée du crime : ce que tu veux de grand, tu le voudrais saintement ; tu ne voudrais pas  jouer  malhonnêtement,  et  cependant  tu  voudrais  gagner déloyalement. Noble Glamis, tu voudrais obtenir ce qui te crie : « Voilà  ce  qu'il  te  faut  faire  si  tu  prétends  obtenir ; ce  que  tu crains  de  faire  plutôt  que  tu  ne  désires  que  cela  ne  soit  pas fait. » Hâte -toi  d'arriver,  que  je  verse  dans  tes  oreilles  l'esprit qui m'anime, et dompte par l'énergie de ma langue tout ce qui",1,0,0,0
"id521","The effect – and it. Johnson regarde ce passage comme inintelligible, et veut substituer à  keep  peace,  keep  pace,  qui  signifierait  ici  intervenir,  tandis  que  keep pace signifie marcher d'un pas égal avec, et, selon l'aveu même de Johnson, n'a jamais-été employé dans le sens qu'il veut lui donner. Keep peace me  paraît  correspondre  littéralement  à  notre  expression  française  faire trêve, qui présente ici le sens le plus naturel. loppe-toi des  plus  noires  fumées  de  l'enfer,  afin  que  mon  poignard acéré ne voie pas la blessure qu'il va faire, et que le ciel ne puisse, perçant d'un regard ta ténébreuse couverture, me crier : Arrête ! Arrête ! –  (Entre  Macbeth. ) Illustre  Glamis,  digne Cawdor, plus grand encore par le salut qui les a suivis, ta lettre m'a transportée au delà de ce présent rempli d'ignorance, et je",1,0,0,0
"id522","Toujours à Inverness, devant le château de Macbeth. (Hautbois. – Cortège composé des gens de Macbeth. )  Entrent DUNCAN, MALCOLM, DONALBAIN,  BANQUO, LENOX, MACDUFF, ROSSE, ANGUS,  suite. DUNCAN. –  Ce  château  occupe  une  agréable  situation ; l'air, suave et léger, calme doucement les sens. BANQUO. –  Cet  hôte  de  l'été,  le  martinet,  habitant  des temples,  cherchant  en  ces  lieux  son  séjour  favori,  prouve  que l'haleine des cieux les caresse avec amour. Pas une corniche, pas une  frise,  pas  un  créneau,  pas  un  seul  angle  commode  où  cet oiseau  n'ait  suspendu  son  lit  et  le  berceau  de  ses  enfants. Partout où ces oiseaux nichent et abondent, j'ai remarqué que l'air est toujours pur. (Entre lady Macbeth. )  DUNCAN. –  Voyez,  voilà  notre  honorable  hôtesse. –  L'affection qui nous suit nous cause quelquefois des embarras que nous  accueillons  encore  avec  des  remerciements,  comme  des",1,0,0,0
"id523","DUNCAN. –  Où  est  le  thane  de  Cawdor ? Nous  courions sur ses talons, et voulions être son introducteur auprès de vous ; mais il est bon cavalier, et la force de son amour, aussi aiguë que son  éperon,  lui  a  fait  atteindre  sa  maison  avant  nous. Belle  et noble dame, nous serons votre hôte pour cette nuit. LADY  MACBETH. –  Vos  serviteurs  ne  se  regarderont  jamais  eux-mêmes,  les  leurs  et  tout  ce  qu'ils  possèdent,  que comme des biens reçus en dépôt pour en rendre compte, selon le  bon  plaisir  de  Votre  Majesté,  toutes  les  fois  qu'elle  voudra réclamer ce qui lui appartient. DUNCAN. –  Donnez -moi  votre  main,  conduisez -moi  vers mon  hôte ; nous  l'aimons  grandement,  et  continuerons  de  répandre sur lui nos bienfaits. – Avec la permission de notre hôtesse. (Ils sortent. ) 16 We rest your hermits.",1,0,0,0
"id524","LADY  MACBETH. –  Il  a  bientôt  soupé :  pourquoi  avez-  vous quitté la salle ? MACBETH. – M'a-t-il demandé ? LADY MACBETH. – Ne le savez-vous pas ? MACBETH. – Nous n'irons pas plus loin dans cette affaire. Il  vient  de  me  combler  d'honneurs,  et  j'ai  acquis  parmi  les hommes  de  toutes  les  classes  une  réputation  brillante  comme l'or, dont je dois me parer dans l'éclat de sa première fraîcheur, au lieu de m'en dépouiller si vite. LADY  MACBETH. –  Était -elle  dans  l'ivresse  cette  espérance dont vous vous étiez fait honneur ? a-t-elle dormi depuis ? 17 I have no spur To prick the sides of my intent, but only Vaulting ambition, which overleaps itself,  And falls on the other. Les  commentateurs  se  sont  inutilement  donné  beaucoup  de  peine pour expliquer cette phrase ; leur embarras est venu de ce qu'ils n'ont pas",1,0,0,0
"id525","Shakspeare des images incohérentes ; il a au contraire le défaut d'abandonner rarement une image ou une comparaison, avant de l'avoir épuisée sous tous ses aspects. et se réveille-t-elle maintenant pour paraître si pâle et si livide à l'aspect de ce qu'elle faisait de si bon cœur ? Dès ce moment je commence à juger par là de ton amour pour moi. Crains -tu de te montrer par tes actions et ton courage ce que tu es par tes désirs ? aspireras -tu à ce que tu regardes comme l'ornement de la vie,  pour  vivre  en  lâche  à  tes  propres  yeux,  laissant,  comme  le pauvre chat du proverbe, le je n'ose pas se placer sans cesse auprès du je voudrais bien18 ? MACBETH. –  Tais-toi,  je  t'en  prie ; j'ose  tout  ce  qui  convient à un homme : celui qui ose davantage n'en est pas un.",1,0,0,0
"id526","MACBETH. – Ne mets au jour que des fils, car la trempe de ton âme inflexible ne peut convenir qu'à des hommes. – En effet,  ne  pourra-t-on  pas  croire,  lorsque  nous  aurons  teint  de sang,  dans  leur  sommeil,  ces  deux  gardiens  de  sa  chambre, après  nous  être  servis  de  leurs  poignards,  que  ce  sont  eux  qui ont fait le coup ? LADY MACBETH. – Et qui osera croire autre chose, lorsque  nous  ferons  tout  retentir  de  nos  douleurs  et  de  nos  cris  à cause de sa mort ? MACBETH. – Je suis décidé, et je tends tous les agents de mon  corps  pour  cette  terrible  action. Sortons,  et  amusons -les par les plus beaux dehors : un visage perfide doit cacher ce que sait le cœur perfide.   (Ils sortent. ) FIN DU PREMIER ACTE. ACTE DEUXIÈME",1,0,0,0
"id527","BANQUO. – Et elle se couche à minuit. FLEANCE. – Je crois qu'il est plus tard, monsieur. BANQUO. – Tiens, prends mon épée. – Ils sont économes dans le ciel ; toutes leurs chandelles sont éteintes. – Prends encore cela ; le besoin du sommeil pèse sur moi comme du plomb, et  cependant  je  ne  voudrais  pas  dormir. Miséricorde  du  ciel, réprimez en moi ces détestables pensées où se laisse aller la nature pendant notre repos. (Entre Macbeth, avec un domestique portant  un  flambeau. )  (À  Fleance. ) Donne -moi  mon  épée. – Qui est là ? MACBETH. – Un ami. BANQUO. – Quoi, monsieur ! pas encore au lit ? Le roi est couché. – Il a joui d'un plaisir inaccoutumé : vos serviteurs ont reçu de sa part de grandes largesses ; il offre ce diamant à votre",1,0,0,0
"id528","Fleance,  selon  la  chronique  d'Hollinshed,  s'en  fut  en  Écosse,  où  il  fut très-bien accueilli par le roi, et si bien par la princesse sa fille, que celle-ci poussa la courtoisie, dit la chronique, jusqu'à souffrir qu'il lui fît un enfant (that she of courtsye in the end suffered him to get her with child). Cet  enfant  fut  Walter,  dont  les  grandes  qualités  regagnèrent  ce  que  lui avait  fait  perdre  la  naissance ; il  finit  par  être  nommé  lord  steward d'Écosse (grand sénéchal), et chargé de percevoir les revenus de la couronne. Le  quatrième  descendant  de  ce  Walter  épousa  la  fille  de  Robert Bruce, et en eut un fils qui fut Robert II, roi d'Écosse. On voit encore à Inverness,  dans  les  îles  occidentales  d'Écosse,  les  ruines  du  château  de Macbeth, mais la chronique ne dit pas si ce fut là qu'il tua Duncan.",1,0,0,0
"id529","Les paroles portent un souffle trop froid sur la chaleur de l'action. (La cloche sonne. ) – J'y vais. C'en est fait, la cloche m'avertit. Ne l'entends pas, Duncan ; c'est le glas qui t'appelle au ciel ou aux enfers.   (Il sort. ) SCÈNE II Le même lieu. LADY MACBETH entre. LADY MACBETH. – Ce qui les a enivrés m'a enhardie, ce qui  les  a  éteints  m'a  remplie  de  flamme. –  Écoutons ; silence ! C'est  le  cri  du  hibou,  fatal  sonneur  qui  donne  le  plus  funeste bonsoir. – Il est à l'œuvre ; les portes sont ouvertes, et les serviteurs,  pleins  de  vin,  se  moquent,  en  ronflant,  de  leurs  devoirs. J'ai préparé leur boisson du soir20, de telle sorte que la Nature et la Mort débattent entre elles s'ils vivent ou meurent. MACBETH, derrière le théâtre. – Qui est là ? quoi ? holà !",1,0,0,0
